transaction_id,branch_id,city,amount,status,transaction_type,account_type,customer_id,customer_age,gender,channel,currency,transaction_date
MUM-1-6667,1,Mumbai,1246.83,FAILED,WITHDRAWAL,LOAN,CUST22857,54,OTHER,BRANCH,INR,2025-05-01
MUM-1-4307,1,Mumbai,1237.21,SUCCESS,DEPOSIT,CURRENT,CUST86180,67,OTHER,MOBILE,INR,2025-05-01
MUM-1-5349,1,Mumbai,1669.28,SUCCESS,WITHDRAWAL,CURRENT,CUST70050,49,MALE,MOBILE,INR,2025-05-01
MUM-1-4324,1,Mumbai,3458.28,SUCCESS,WITHDRAWAL,CURRENT,CUST95779,63,OTHER,INTERNET,INR,2025-05-01
MUM-1-8493,1,Mumbai,1247.35,FAILED,WITHDRAWAL,SAVINGS,CUST47171,44,OTHER,INTERNET,INR,2025-05-01
MUM-1-9812,1,Mumbai,2668.72,SUCCESS,TRANSFER,LOAN,CUST80875,23,FEMALE,INTERNET,INR,2025-05-01
MUM-1-4318,1,Mumbai,4615.05,FAILED,WITHDRAWAL,SAVINGS,CUST28972,25,MALE,INTERNET,INR,2025-05-01
MUM-1-7344,1,Mumbai,634.22,FAILED,TRANSFER,LOAN,CUST37027,37,FEMALE,ATM,INR,2025-05-01
MUM-1-7075,1,Mumbai,4737.14,FAILED,WITHDRAWAL,CURRENT,CUST42698,55,MALE,MOBILE,INR,2025-05-01
MUM-1-1224,1,Mumbai,1502.97,FAILED,PAYMENT,CURRENT,CUST13763,23,FEMALE,INTERNET,INR,2025-05-01
MUM-1-1016,1,Mumbai,4149.49,FAILED,TRANSFER,CURRENT,CUST41837,43,OTHER,INTERNET,INR,2025-05-01
MUM-1-4797,1,Mumbai,4120.5,FAILED,TRANSFER,LOAN,CUST23485,26,OTHER,MOBILE,INR,2025-05-01
MUM-1-7322,1,Mumbai,3852.86,FAILED,WITHDRAWAL,CURRENT,CUST82678,49,MALE,ATM,INR,2025-05-01
MUM-1-1525,1,Mumbai,1067.53,FAILED,DEPOSIT,CURRENT,CUST49883,25,OTHER,INTERNET,INR,2025-05-01
MUM-1-5538,1,Mumbai,1915.72,SUCCESS,TRANSFER,CURRENT,CUST66368,42,FEMALE,MOBILE,INR,2025-05-01
MUM-1-2643,1,Mumbai,306.9,FAILED,DEPOSIT,CURRENT,CUST20763,38,FEMALE,BRANCH,INR,2025-05-01
MUM-1-2286,1,Mumbai,1996.95,FAILED,TRANSFER,LOAN,CUST62880,24,OTHER,BRANCH,INR,2025-05-01
MUM-1-4072,1,Mumbai,1352.45,FAILED,WITHDRAWAL,CURRENT,CUST21457,67,FEMALE,BRANCH,INR,2025-05-01
MUM-1-8429,1,Mumbai,415.37,FAILED,DEPOSIT,LOAN,CUST76856,58,MALE,BRANCH,INR,2025-05-01
MUM-1-4279,1,Mumbai,4215.22,SUCCESS,DEPOSIT,SAVINGS,CUST29338,52,FEMALE,ATM,INR,2025-05-01
MUM-1-2414,1,Mumbai,4379.69,SUCCESS,TRANSFER,CURRENT,CUST37854,27,OTHER,MOBILE,INR,2025-05-02
MUM-1-6058,1,Mumbai,1275.44,FAILED,WITHDRAWAL,LOAN,CUST14937,37,OTHER,ATM,INR,2025-05-02
MUM-1-1445,1,Mumbai,3652.83,FAILED,PAYMENT,SAVINGS,CUST64743,49,MALE,INTERNET,INR,2025-05-02
MUM-1-1739,1,Mumbai,476.77,FAILED,DEPOSIT,CURRENT,CUST60163,63,FEMALE,ATM,INR,2025-05-02
MUM-1-2108,1,Mumbai,153.73,SUCCESS,TRANSFER,SAVINGS,CUST75874,23,FEMALE,MOBILE,INR,2025-05-02
