transaction_id,branch_id,city,amount,status,transaction_type,account_type,customer_id,customer_age,gender,channel,currency,transaction_date
BAN-3-9687,3,Bangalore,1383.57,FAILED,DEPOSIT,CURRENT,CUST18759,49,FEMALE,INTERNET,INR,2025-05-01
BAN-3-9974,3,Bangalore,3622.82,SUCCESS,TRANSFER,SAVINGS,CUST72399,33,FEMALE,BRANCH,INR,2025-05-01
BAN-3-5558,3,Bangalore,268.25,SUCCESS,DEPOSIT,SAVINGS,CUST37709,66,MALE,MOBILE,INR,2025-05-01
BAN-3-1939,3,Bangalore,3814.45,FAILED,DEPOSIT,LOAN,CUST24369,46,MALE,INTERNET,INR,2025-05-01
BAN-3-9138,3,Bangalore,3017.18,SUCCESS,TRANSFER,CURRENT,CUST67477,65,FEMALE,MOBILE,INR,2025-05-01
BAN-3-7903,3,Bangalore,4797.78,FAILED,TRANSFER,CURRENT,CUST29342,31,FEMALE,BRANCH,INR,2025-05-01
BAN-3-1264,3,Bangalore,2585.04,SUCCESS,WITHDRAWAL,LOAN,CUST69205,57,FEMALE,INTERNET,INR,2025-05-01
BAN-3-4958,3,Bangalore,2240.25,SUCCESS,PAYMENT,LOAN,CUST40644,61,OTHER,MOBILE,INR,2025-05-01
BAN-3-9011,3,Bangalore,2910.7,SUCCESS,TRANSFER,LOAN,CUST52069,33,MALE,MOBILE,INR,2025-05-01
BAN-3-3186,3,Bangalore,4988.88,SUCCESS,PAYMENT,LOAN,CUST64944,56,OTHER,MOBILE,INR,2025-05-01
BAN-3-9877,3,Bangalore,2134.36,SUCCESS,TRANSFER,LOAN,CUST95106,47,FEMALE,BRANCH,INR,2025-05-01
BAN-3-5696,3,Bangalore,2285.79,FAILED,DEPOSIT,SAVINGS,CUST65032,63,OTHER,ATM,INR,2025-05-01
BAN-3-4854,3,Bangalore,3247.09,FAILED,TRANSFER,LOAN,CUST20424,69,OTHER,ATM,INR,2025-05-01
BAN-3-4791,3,Bangalore,2767.45,FAILED,TRANSFER,CURRENT,CUST39298,43,OTHER,INTERNET,INR,2025-05-01
BAN-3-9007,3,Bangalore,365.57,FAILED,PAYMENT,SAVINGS,CUST40625,70,FEMALE,ATM,INR,2025-05-01
BAN-3-6022,3,Bangalore,4146.44,SUCCESS,PAYMENT,CURRENT,CUST21489,54,FEMALE,BRANCH,INR,2025-05-01
BAN-3-3619,3,Bangalore,1587.2,SUCCESS,TRANSFER,LOAN,CUST40135,63,OTHER,INTERNET,INR,2025-05-01
BAN-3-5948,3,Bangalore,3984.09,SUCCESS,DEPOSIT,LOAN,CUST22417,61,FEMALE,MOBILE,INR,2025-05-01
BAN-3-2457,3,Bangalore,2206.76,SUCCESS,WITHDRAWAL,LOAN,CUST99738,69,MALE,ATM,INR,2025-05-01
BAN-3-1687,3,Bangalore,4330.62,SUCCESS,TRANSFER,LOAN,CUST38192,35,OTHER,ATM,INR,2025-05-01
BAN-3-8524,3,Bangalore,4566.81,SUCCESS,DEPOSIT,SAVINGS,CUST77812,56,MALE,BRANCH,INR,2025-05-02
BAN-3-9402,3,Bangalore,2120.05,SUCCESS,DEPOSIT,CURRENT,CUST63070,53,OTHER,BRANCH,INR,2025-05-02
BAN-3-8328,3,Bangalore,2024.99,SUCCESS,DEPOSIT,CURRENT,CUST91064,52,MALE,MOBILE,INR,2025-05-02
BAN-3-5469,3,Bangalore,4587.69,FAILED,PAYMENT,SAVINGS,CUST38358,29,FEMALE,BRANCH,INR,2025-05-02
BAN-3-9824,3,Bangalore,4396.44,SUCCESS,TRANSFER,SAVINGS,CUST48505,24,OTHER,ATM,INR,2025-05-02
BAN-3-4446,3,Bangalore,2583.03,SUCCESS,PAYMENT,LOAN,CUST95152,24,FEMALE,ATM,INR,2025-05-02
BAN-3-7483,3,Bangalore,2193.26,FAILED,WITHDRAWAL,CURRENT,CUST47519,62,OTHER,ATM,INR,2025-05-02
BAN-3-9991,3,Bangalore,2888.47,SUCCESS,PAYMENT,LOAN,CUST14990,49,OTHER,ATM,INR,2025-05-02
BAN-3-5253,3,Bangalore,1270.14,SUCCESS,DEPOSIT,SAVINGS,CUST73425,24,OTHER,BRANCH,INR,2025-05-02
BAN-3-8411,3,Bangalore,3610.16,SUCCESS,TRANSFER,LOAN,CUST49289,47,OTHER,BRANCH,INR,2025-05-02
BAN-3-9505,3,Bangalore,4024.91,FAILED,PAYMENT,CURRENT,CUST78878,35,FEMALE,ATM,INR,2025-05-02
