transaction_id,branch_id,city,amount,status,transaction_type,account_type,customer_id,customer_age,gender,channel,currency,transaction_date
PUN-3-2266,3,Pune,2458.62,FAILED,WITHDRAWAL,CURRENT,CUST87471,45,OTHER,INTERNET,INR,2025-05-01
PUN-3-5244,3,Pune,3493.16,FAILED,TRANSFER,SAVINGS,CUST45181,51,OTHER,ATM,INR,2025-05-01
PUN-3-1086,3,Pune,912.44,FAILED,DEPOSIT,LOAN,CUST86416,38,FEMALE,INTERNET,INR,2025-05-01
PUN-3-2781,3,Pune,1314.37,FAILED,WITHDRAWAL,SAVINGS,CUST74286,48,FEMALE,BRANCH,INR,2025-05-01
PUN-3-3647,3,Pune,3484.24,FAILED,TRANSFER,SAVINGS,CUST21838,28,MALE,INTERNET,INR,2025-05-01
PUN-3-3820,3,Pune,3927.94,SUCCESS,DEPOSIT,SAVINGS,CUST92292,49,FEMALE,INTERNET,INR,2025-05-01
PUN-3-1934,3,Pune,256.82,FAILED,WITHDRAWAL,SAVINGS,CUST18380,22,MALE,BRANCH,INR,2025-05-01
PUN-3-3579,3,Pune,4976.96,FAILED,DEPOSIT,LOAN,CUST88798,22,MALE,INTERNET,INR,2025-05-01
PUN-3-3708,3,Pune,2112.85,SUCCESS,TRANSFER,LOAN,CUST81685,18,OTHER,BRANCH,INR,2025-05-01
PUN-3-5011,3,Pune,2578.53,FAILED,WITHDRAWAL,SAVINGS,CUST87869,24,OTHER,ATM,INR,2025-05-01
PUN-3-7026,3,Pune,585.94,SUCCESS,TRANSFER,LOAN,CUST72204,61,FEMALE,ATM,INR,2025-05-01
PUN-3-3856,3,Pune,984.98,FAILED,DEPOSIT,CURRENT,CUST52467,36,MALE,INTERNET,INR,2025-05-01
PUN-3-9563,3,Pune,225.8,SUCCESS,TRANSFER,LOAN,CUST69558,67,OTHER,BRANCH,INR,2025-05-01
PUN-3-8164,3,Pune,580.27,SUCCESS,TRANSFER,CURRENT,CUST54944,36,OTHER,ATM,INR,2025-05-01
PUN-3-6372,3,Pune,3302.47,SUCCESS,TRANSFER,CURRENT,CUST19514,68,OTHER,INTERNET,INR,2025-05-01
PUN-3-2739,3,Pune,4947.61,FAILED,WITHDRAWAL,LOAN,CUST80808,18,MALE,MOBILE,INR,2025-05-01
PUN-3-8614,3,Pune,2317.88,SUCCESS,DEPOSIT,SAVINGS,CUST80354,20,OTHER,MOBILE,INR,2025-05-01
PUN-3-2857,3,Pune,2332.43,FAILED,DEPOSIT,LOAN,CUST40157,25,MALE,BRANCH,INR,2025-05-01
PUN-3-3049,3,Pune,3649.04,SUCCESS,WITHDRAWAL,LOAN,CUST60450,37,FEMALE,INTERNET,INR,2025-05-01
PUN-3-6212,3,Pune,4925.66,SUCCESS,WITHDRAWAL,LOAN,CUST97700,51,FEMALE,INTERNET,INR,2025-05-01
PUN-3-3166,3,Pune,1416.16,SUCCESS,DEPOSIT,SAVINGS,CUST75199,19,MALE,ATM,INR,2025-05-02
PUN-3-6843,3,Pune,3598.94,SUCCESS,TRANSFER,SAVINGS,CUST53961,32,FEMALE,MOBILE,INR,2025-05-02
PUN-3-8673,3,Pune,2197.95,FAILED,DEPOSIT,SAVINGS,CUST80146,40,MALE,ATM,INR,2025-05-02
PUN-3-4638,3,Pune,4715.0,FAILED,DEPOSIT,SAVINGS,CUST95613,33,OTHER,INTERNET,INR,2025-05-02
PUN-3-6011,3,Pune,1374.68,FAILED,WITHDRAWAL,LOAN,CUST93504,41,MALE,BRANCH,INR,2025-05-02
PUN-3-3152,3,Pune,4153.19,SUCCESS,TRANSFER,SAVINGS,CUST81625,23,OTHER,INTERNET,INR,2025-05-02
PUN-3-6072,3,Pune,193.39,SUCCESS,TRANSFER,LOAN,CUST92898,62,FEMALE,MOBILE,INR,2025-05-02
PUN-3-1579,3,Pune,848.49,FAILED,DEPOSIT,CURRENT,CUST70846,26,MALE,INTERNET,INR,2025-05-02
PUN-3-3416,3,Pune,1775.7,SUCCESS,WITHDRAWAL,SAVINGS,CUST47870,45,OTHER,ATM,INR,2025-05-02
PUN-3-7442,3,Pune,3301.77,FAILED,WITHDRAWAL,CURRENT,CUST55304,58,FEMALE,MOBILE,INR,2025-05-02
PUN-3-3347,3,Pune,1082.82,SUCCESS,PAYMENT,SAVINGS,CUST24526,23,FEMALE,MOBILE,INR,2025-05-02
PUN-3-6954,3,Pune,1755.44,SUCCESS,DEPOSIT,CURRENT,CUST47335,41,OTHER,INTERNET,INR,2025-05-02
PUN-3-9751,3,Pune,4415.92,FAILED,PAYMENT,CURRENT,CUST11538,31,FEMALE,BRANCH,INR,2025-05-02
PUN-3-5681,3,Pune,1365.56,SUCCESS,TRANSFER,CURRENT,CUST29469,42,FEMALE,INTERNET,INR,2025-05-02
PUN-3-7445,3,Pune,3361.01,SUCCESS,DEPOSIT,SAVINGS,CUST22024,25,MALE,MOBILE,INR,2025-05-02
PUN-3-8906,3,Pune,4395.6,SUCCESS,TRANSFER,CURRENT,CUST37455,52,MALE,INTERNET,INR,2025-05-02
PUN-3-1907,3,Pune,3284.48,FAILED,PAYMENT,CURRENT,CUST79639,53,OTHER,BRANCH,INR,2025-05-02
PUN-3-8225,3,Pune,1288.17,SUCCESS,WITHDRAWAL,LOAN,CUST67176,50,MALE,MOBILE,INR,2025-05-02
PUN-3-4408,3,Pune,2145.54,FAILED,TRANSFER,CURRENT,CUST96107,64,MALE,MOBILE,INR,2025-05-02
PUN-3-5797,3,Pune,1002.53,FAILED,TRANSFER,LOAN,CUST35427,34,OTHER,BRANCH,INR,2025-05-02
PUN-3-3820,3,Pune,4188.12,SUCCESS,PAYMENT,SAVINGS,CUST45810,67,OTHER,MOBILE,INR,2025-05-03
PUN-3-7596,3,Pune,1305.05,SUCCESS,WITHDRAWAL,LOAN,CUST29010,35,OTHER,ATM,INR,2025-05-03
PUN-3-8633,3,Pune,905.47,FAILED,WITHDRAWAL,SAVINGS,CUST20818,69,MALE,MOBILE,INR,2025-05-03
PUN-3-9608,3,Pune,2496.41,SUCCESS,TRANSFER,SAVINGS,CUST81560,23,FEMALE,BRANCH,INR,2025-05-03
PUN-3-5871,3,Pune,2268.82,SUCCESS,DEPOSIT,CURRENT,CUST91450,29,OTHER,BRANCH,INR,2025-05-03
PUN-3-8094,3,Pune,1731.56,SUCCESS,WITHDRAWAL,CURRENT,CUST31824,21,OTHER,BRANCH,INR,2025-05-03
PUN-3-1619,3,Pune,1221.84,SUCCESS,DEPOSIT,CURRENT,CUST82858,69,MALE,ATM,INR,2025-05-03
PUN-3-8787,3,Pune,115.2,SUCCESS,PAYMENT,SAVINGS,CUST10327,50,MALE,INTERNET,INR,2025-05-03
PUN-3-8895,3,Pune,3141.39,FAILED,WITHDRAWAL,CURRENT,CUST96401,22,OTHER,MOBILE,INR,2025-05-03
PUN-3-6259,3,Pune,178.78,SUCCESS,PAYMENT,LOAN,CUST51415,46,MALE,INTERNET,INR,2025-05-03
PUN-3-5842,3,Pune,3613.18,SUCCESS,WITHDRAWAL,LOAN,CUST43950,41,OTHER,MOBILE,INR,2025-05-03
PUN-3-4487,3,Pune,2147.89,SUCCESS,TRANSFER,CURRENT,CUST36592,44,MALE,MOBILE,INR,2025-05-03
PUN-3-4892,3,Pune,4330.69,SUCCESS,PAYMENT,CURRENT,CUST80164,62,OTHER,ATM,INR,2025-05-03
PUN-3-6493,3,Pune,1223.93,SUCCESS,PAYMENT,LOAN,CUST81850,55,MALE,MOBILE,INR,2025-05-03
PUN-3-8980,3,Pune,3308.0,FAILED,DEPOSIT,CURRENT,CUST61432,68,MALE,MOBILE,INR,2025-05-03
PUN-3-5652,3,Pune,1962.42,FAILED,TRANSFER,CURRENT,CUST85493,56,OTHER,MOBILE,INR,2025-05-03
PUN-3-8959,3,Pune,2792.56,FAILED,TRANSFER,CURRENT,CUST55774,59,OTHER,MOBILE,INR,2025-05-03
PUN-3-3810,3,Pune,3256.35,FAILED,DEPOSIT,LOAN,CUST35386,47,MALE,BRANCH,INR,2025-05-03
PUN-3-7902,3,Pune,4944.48,FAILED,TRANSFER,LOAN,CUST24095,18,MALE,BRANCH,INR,2025-05-03
