transaction_id,branch_id,city,amount,status,transaction_type,account_type,customer_id,customer_age,gender,channel,currency,transaction_date
BAN-1-5677,1,Bangalore,793.29,SUCCESS,TRANSFER,CURRENT,CUST27294,38,FEMALE,MOBILE,INR,2025-05-01
BAN-1-5299,1,Bangalore,2300.99,FAILED,DEPOSIT,SAVINGS,CUST84745,58,FEMALE,INTERNET,INR,2025-05-01
BAN-1-8407,1,Bangalore,4724.39,SUCCESS,TRANSFER,CURRENT,CUST31259,38,MALE,INTERNET,INR,2025-05-01
BAN-1-6659,1,Bangalore,2485.49,FAILED,DEPOSIT,CURRENT,CUST46763,36,OTHER,INTERNET,INR,2025-05-01
BAN-1-4401,1,Bangalore,2300.69,SUCCESS,PAYMENT,SAVINGS,CUST97214,49,MALE,MOBILE,INR,2025-05-01
BAN-1-5341,1,Bangalore,4161.47,FAILED,WITHDRAWAL,LOAN,CUST85753,34,FEMALE,BRANCH,INR,2025-05-01
BAN-1-1030,1,Bangalore,3962.25,FAILED,DEPOSIT,SAVINGS,CUST13680,47,MALE,ATM,INR,2025-05-01
BAN-1-3905,1,Bangalore,3755.24,SUCCESS,PAYMENT,CURRENT,CUST55824,31,OTHER,MOBILE,INR,2025-05-01
BAN-1-7753,1,Bangalore,3617.36,FAILED,PAYMENT,CURRENT,CUST49286,45,MALE,ATM,INR,2025-05-01
BAN-1-1014,1,Bangalore,2867.3,FAILED,PAYMENT,CURRENT,CUST28800,46,OTHER,INTERNET,INR,2025-05-01
BAN-1-5000,1,Bangalore,3469.76,FAILED,WITHDRAWAL,CURRENT,CUST12670,31,FEMALE,INTERNET,INR,2025-05-01
BAN-1-7587,1,Bangalore,1471.46,FAILED,DEPOSIT,SAVINGS,CUST44061,26,MALE,MOBILE,INR,2025-05-01
BAN-1-1810,1,Bangalore,4317.63,SUCCESS,WITHDRAWAL,LOAN,CUST78610,43,MALE,BRANCH,INR,2025-05-01
BAN-1-4206,1,Bangalore,1031.49,FAILED,TRANSFER,CURRENT,CUST17818,31,MALE,INTERNET,INR,2025-05-01
BAN-1-7184,1,Bangalore,1567.3,SUCCESS,PAYMENT,LOAN,CUST27229,29,OTHER,MOBILE,INR,2025-05-01
BAN-1-7547,1,Bangalore,1667.78,FAILED,PAYMENT,CURRENT,CUST19378,35,FEMALE,BRANCH,INR,2025-05-01
BAN-1-6598,1,Bangalore,170.19,SUCCESS,TRANSFER,CURRENT,CUST80207,28,MALE,MOBILE,INR,2025-05-01
BAN-1-3299,1,Bangalore,346.34,FAILED,TRANSFER,CURRENT,CUST68142,47,OTHER,ATM,INR,2025-05-01
BAN-1-9386,1,Bangalore,3141.1,FAILED,DEPOSIT,SAVINGS,CUST99937,69,MALE,MOBILE,INR,2025-05-01
BAN-1-1980,1,Bangalore,1243.58,SUCCESS,PAYMENT,SAVINGS,CUST31610,53,OTHER,MOBILE,INR,2025-05-01
BAN-1-5614,1,Bangalore,4528.86,FAILED,PAYMENT,SAVINGS,CUST10149,28,FEMALE,BRANCH,INR,2025-05-02
BAN-1-6096,1,Bangalore,4480.41,FAILED,WITHDRAWAL,LOAN,CUST60795,30,OTHER,ATM,INR,2025-05-02
BAN-1-8244,1,Bangalore,4434.9,FAILED,PAYMENT,CURRENT,CUST55830,22,OTHER,ATM,INR,2025-05-02
