transaction_id,branch_id,city,amount,status,transaction_type,account_type,customer_id,customer_age,gender,channel,currency,transaction_date
MUM-4-7201,4,Mumbai,4049.39,SUCCESS,WITHDRAWAL,SAVINGS,CUST43761,31,MALE,ATM,INR,2025-05-01
MUM-4-4140,4,Mumbai,4279.94,SUCCESS,DEPOSIT,CURRENT,CUST88606,37,MALE,ATM,INR,2025-05-01
MUM-4-3222,4,Mumbai,4149.39,FAILED,PAYMENT,CURRENT,CUST51618,51,OTHER,ATM,INR,2025-05-01
MUM-4-4877,4,Mumbai,4290.4,SUCCESS,WITHDRAWAL,SAVINGS,CUST69425,20,MALE,INTERNET,INR,2025-05-01
MUM-4-4122,4,Mumbai,1795.93,FAILED,DEPOSIT,CURRENT,CUST59239,43,MALE,BRANCH,INR,2025-05-01
MUM-4-8246,4,Mumbai,2037.24,FAILED,DEPOSIT,LOAN,CUST22709,60,FEMALE,MOBILE,INR,2025-05-01
MUM-4-9942,4,Mumbai,4838.19,FAILED,WITHDRAWAL,CURRENT,CUST93002,33,FEMALE,INTERNET,INR,2025-05-01
MUM-4-2953,4,Mumbai,4534.07,FAILED,WITHDRAWAL,SAVINGS,CUST87871,33,MALE,ATM,INR,2025-05-01
MUM-4-5862,4,Mumbai,348.6,SUCCESS,PAYMENT,LOAN,CUST19650,31,OTHER,BRANCH,INR,2025-05-01
MUM-4-9228,4,Mumbai,2806.53,SUCCESS,WITHDRAWAL,CURRENT,CUST96043,18,FEMALE,ATM,INR,2025-05-01
MUM-4-7609,4,Mumbai,4033.78,SUCCESS,TRANSFER,SAVINGS,CUST69381,59,OTHER,INTERNET,INR,2025-05-01
MUM-4-8728,4,Mumbai,4926.43,SUCCESS,PAYMENT,LOAN,CUST82879,39,MALE,ATM,INR,2025-05-01
MUM-4-9505,4,Mumbai,3354.75,FAILED,DEPOSIT,CURRENT,CUST75322,39,MALE,BRANCH,INR,2025-05-01
MUM-4-5670,4,Mumbai,3010.62,SUCCESS,PAYMENT,LOAN,CUST20935,68,MALE,ATM,INR,2025-05-01
MUM-4-3979,4,Mumbai,4893.56,FAILED,TRANSFER,SAVINGS,CUST82203,26,MALE,BRANCH,INR,2025-05-01
MUM-4-2926,4,Mumbai,2500.85,SUCCESS,DEPOSIT,LOAN,CUST44091,22,OTHER,BRANCH,INR,2025-05-01
MUM-4-1983,4,Mumbai,4203.9,SUCCESS,PAYMENT,SAVINGS,CUST26947,20,FEMALE,BRANCH,INR,2025-05-01
MUM-4-1796,4,Mumbai,4501.65,SUCCESS,WITHDRAWAL,CURRENT,CUST84421,34,OTHER,BRANCH,INR,2025-05-01
MUM-4-6027,4,Mumbai,722.59,SUCCESS,TRANSFER,CURRENT,CUST12312,55,MALE,ATM,INR,2025-05-01
MUM-4-1181,4,Mumbai,4861.26,FAILED,WITHDRAWAL,LOAN,CUST76815,30,OTHER,MOBILE,INR,2025-05-01
MUM-4-3872,4,Mumbai,3059.29,SUCCESS,DEPOSIT,CURRENT,CUST65506,35,OTHER,BRANCH,INR,2025-05-02
MUM-4-4696,4,Mumbai,4678.18,FAILED,DEPOSIT,SAVINGS,CUST49231,25,MALE,INTERNET,INR,2025-05-02
MUM-4-1903,4,Mumbai,2786.01,SUCCESS,DEPOSIT,CURRENT,CUST73479,43,OTHER,MOBILE,INR,2025-05-02
MUM-4-1581,4,Mumbai,232.69,FAILED,WITHDRAWAL,CURRENT,CUST33169,35,OTHER,ATM,INR,2025-05-02
MUM-4-8179,4,Mumbai,713.24,FAILED,TRANSFER,SAVINGS,CUST31826,60,MALE,INTERNET,INR,2025-05-02
MUM-4-3450,4,Mumbai,4019.59,FAILED,PAYMENT,SAVINGS,CUST72554,52,MALE,MOBILE,INR,2025-05-02
MUM-4-1147,4,Mumbai,3489.92,SUCCESS,TRANSFER,CURRENT,CUST36389,48,FEMALE,MOBILE,INR,2025-05-02
MUM-4-8505,4,Mumbai,127.39,FAILED,TRANSFER,LOAN,CUST35643,52,MALE,INTERNET,INR,2025-05-02
MUM-4-9915,4,Mumbai,3950.47,SUCCESS,PAYMENT,SAVINGS,CUST35724,34,FEMALE,MOBILE,INR,2025-05-02
MUM-4-6025,4,Mumbai,3149.82,FAILED,TRANSFER,SAVINGS,CUST98789,56,OTHER,MOBILE,INR,2025-05-02
MUM-4-7805,4,Mumbai,4560.21,FAILED,WITHDRAWAL,CURRENT,CUST21286,33,FEMALE,INTERNET,INR,2025-05-02
MUM-4-6333,4,Mumbai,457.27,SUCCESS,TRANSFER,CURRENT,CUST95981,50,MALE,MOBILE,INR,2025-05-02
MUM-4-9036,4,Mumbai,3442.4,FAILED,TRANSFER,LOAN,CUST51726,45,MALE,BRANCH,INR,2025-05-02
MUM-4-9468,4,Mumbai,440.58,SUCCESS,PAYMENT,SAVINGS,CUST72063,41,OTHER,INTERNET,INR,2025-05-02
MUM-4-7679,4,Mumbai,4570.79,FAILED,WITHDRAWAL,LOAN,CUST74145,65,MALE,ATM,INR,2025-05-02
MUM-4-6879,4,Mumbai,4658.62,SUCCESS,DEPOSIT,LOAN,CUST85662,41,FEMALE,ATM,INR,2025-05-02
MUM-4-7149,4,Mumbai,3510.24,SUCCESS,TRANSFER,CURRENT,CUST47249,25,FEMALE,INTERNET,INR,2025-05-02
MUM-4-9541,4,Mumbai,2201.11,FAILED,PAYMENT,SAVINGS,CUST56645,29,OTHER,INTERNET,INR,2025-05-02
MUM-4-7667,4,Mumbai,506.25,SUCCESS,TRANSFER,LOAN,CUST63533,69,MALE,BRANCH,INR,2025-05-02
MUM-4-8388,4,Mumbai,3425.27,FAILED,DEPOSIT,LOAN,CUST90544,39,OTHER,MOBILE,INR,2025-05-02
MUM-4-6356,4,Mumbai,2950.21,SUCCESS,PAYMENT,CURRENT,CUST78980,54,OTHER,BRANCH,INR,2025-05-03
MUM-4-8244,4,Mumbai,2836.59,SUCCESS,TRANSFER,LOAN,CUST45192,45,FEMALE,ATM,INR,2025-05-03
MUM-4-8284,4,Mumbai,2624.62,SUCCESS,PAYMENT,SAVINGS,CUST40219,55,OTHER,BRANCH,INR,2025-05-03
MUM-4-8329,4,Mumbai,4065.17,SUCCESS,PAYMENT,LOAN,CUST77219,38,OTHER,INTERNET,INR,2025-05-03
MUM-4-9853,4,Mumbai,1955.23,SUCCESS,TRANSFER,SAVINGS,CUST83661,38,MALE,BRANCH,INR,2025-05-03
MUM-4-3192,4,Mumbai,3795.16,FAILED,DEPOSIT,LOAN,CUST71027,69,FEMALE,INTERNET,INR,2025-05-03
MUM-4-2624,4,Mumbai,4309.7,SUCCESS,DEPOSIT,SAVINGS,CUST46569,46,OTHER,MOBILE,INR,2025-05-03
MUM-4-4638,4,Mumbai,3935.44,SUCCESS,WITHDRAWAL,SAVINGS,CUST88651,41,MALE,MOBILE,INR,2025-05-03
MUM-4-2416,4,Mumbai,2884.75,FAILED,TRANSFER,SAVINGS,CUST98842,59,MALE,INTERNET,INR,2025-05-03
MUM-4-8968,4,Mumbai,4745.62,FAILED,DEPOSIT,SAVINGS,CUST22942,35,MALE,BRANCH,INR,2025-05-03
MUM-4-1926,4,Mumbai,4765.96,SUCCESS,PAYMENT,LOAN,CUST81730,26,OTHER,ATM,INR,2025-05-03
MUM-4-2798,4,Mumbai,2446.98,SUCCESS,WITHDRAWAL,LOAN,CUST47453,54,MALE,ATM,INR,2025-05-03
MUM-4-9373,4,Mumbai,3183.28,FAILED,TRANSFER,CURRENT,CUST22791,56,OTHER,MOBILE,INR,2025-05-03
MUM-4-5227,4,Mumbai,3495.1,FAILED,PAYMENT,CURRENT,CUST19213,70,OTHER,BRANCH,INR,2025-05-03
MUM-4-2087,4,Mumbai,1642.33,SUCCESS,PAYMENT,LOAN,CUST97396,34,FEMALE,INTERNET,INR,2025-05-03
MUM-4-2573,4,Mumbai,1357.53,SUCCESS,DEPOSIT,SAVINGS,CUST45445,28,OTHER,MOBILE,INR,2025-05-03
MUM-4-7970,4,Mumbai,2332.18,FAILED,WITHDRAWAL,CURRENT,CUST29539,70,FEMALE,INTERNET,INR,2025-05-03
MUM-4-7074,4,Mumbai,1808.14,FAILED,TRANSFER,LOAN,CUST60178,49,OTHER,ATM,INR,2025-05-03
MUM-4-7686,4,Mumbai,369.54,FAILED,PAYMENT,LOAN,CUST41644,53,FEMALE,MOBILE,INR,2025-05-03
MUM-4-2341,4,Mumbai,4011.69,FAILED,WITHDRAWAL,SAVINGS,CUST89433,48,FEMALE,INTERNET,INR,2025-05-03
MUM-4-5305,4,Mumbai,3444.16,SUCCESS,DEPOSIT,SAVINGS,CUST85577,40,MALE,MOBILE,INR,2025-05-04
MUM-4-5220,4,Mumbai,1495.66,SUCCESS,WITHDRAWAL,SAVINGS,CUST38298,68,MALE,BRANCH,INR,2025-05-04
MUM-4-7752,4,Mumbai,1491.74,SUCCESS,TRANSFER,LOAN,CUST25088,64,OTHER,ATM,INR,2025-05-04
MUM-4-8759,4,Mumbai,834.73,SUCCESS,DEPOSIT,CURRENT,CUST60161,54,OTHER,MOBILE,INR,2025-05-04
MUM-4-9261,4,Mumbai,2887.99,FAILED,DEPOSIT,SAVINGS,CUST88995,19,FEMALE,ATM,INR,2025-05-04
MUM-4-1972,4,Mumbai,707.08,FAILED,WITHDRAWAL,SAVINGS,CUST99128,52,FEMALE,ATM,INR,2025-05-04
MUM-4-1762,4,Mumbai,870.07,SUCCESS,WITHDRAWAL,SAVINGS,CUST30874,33,OTHER,ATM,INR,2025-05-04
MUM-4-7840,4,Mumbai,614.67,SUCCESS,TRANSFER,SAVINGS,CUST34908,20,OTHER,MOBILE,INR,2025-05-04
MUM-4-1693,4,Mumbai,2113.03,SUCCESS,PAYMENT,SAVINGS,CUST62713,35,MALE,ATM,INR,2025-05-04
MUM-4-1333,4,Mumbai,3943.34,SUCCESS,PAYMENT,SAVINGS,CUST27270,24,FEMALE,BRANCH,INR,2025-05-04
MUM-4-5190,4,Mumbai,3668.08,SUCCESS,DEPOSIT,CURRENT,CUST93370,35,OTHER,ATM,INR,2025-05-04
MUM-4-6874,4,Mumbai,605.69,SUCCESS,WITHDRAWAL,LOAN,CUST46853,32,MALE,BRANCH,INR,2025-05-04
MUM-4-2713,4,Mumbai,3967.74,FAILED,WITHDRAWAL,SAVINGS,CUST33636,66,FEMALE,MOBILE,INR,2025-05-04
MUM-4-1799,4,Mumbai,4141.79,SUCCESS,PAYMENT,LOAN,CUST40216,40,MALE,BRANCH,INR,2025-05-04
MUM-4-1109,4,Mumbai,1210.72,FAILED,WITHDRAWAL,LOAN,CUST13227,40,FEMALE,INTERNET,INR,2025-05-04
MUM-4-9288,4,Mumbai,3875.95,FAILED,PAYMENT,LOAN,CUST74346,23,MALE,BRANCH,INR,2025-05-04
MUM-4-1709,4,Mumbai,2777.98,FAILED,WITHDRAWAL,CURRENT,CUST25838,19,MALE,MOBILE,INR,2025-05-04
MUM-4-1172,4,Mumbai,3101.35,FAILED,DEPOSIT,LOAN,CUST53732,29,MALE,BRANCH,INR,2025-05-04
MUM-4-8690,4,Mumbai,4895.13,FAILED,TRANSFER,LOAN,CUST77506,27,FEMALE,ATM,INR,2025-05-04
MUM-4-8701,4,Mumbai,1545.08,SUCCESS,TRANSFER,LOAN,CUST89335,29,FEMALE,MOBILE,INR,2025-05-04
