transaction_id,branch_id,city,amount,status,transaction_type,account_type,customer_id,customer_age,gender,channel,currency,transaction_date
BAN-4-3417,4,Bangalore,3632.58,SUCCESS,WITHDRAWAL,SAVINGS,CUST26409,64,MALE,BRANCH,INR,2025-05-01
BAN-4-7314,4,Bangalore,3998.89,SUCCESS,WITHDRAWAL,SAVINGS,CUST27634,30,MALE,INTERNET,INR,2025-05-01
BAN-4-7852,4,Bangalore,130.93,FAILED,TRANSFER,LOAN,CUST47693,41,MALE,INTERNET,INR,2025-05-01
BAN-4-8463,4,Bangalore,1952.05,FAILED,TRANSFER,CURRENT,CUST54546,20,OTHER,MOBILE,INR,2025-05-01
BAN-4-5793,4,Bangalore,4442.11,SUCCESS,TRANSFER,LOAN,CUST47539,23,MALE,INTERNET,INR,2025-05-01
BAN-4-4184,4,Bangalore,2980.39,FAILED,TRANSFER,CURRENT,CUST92595,37,OTHER,BRANCH,INR,2025-05-01
BAN-4-4068,4,Bangalore,3649.25,SUCCESS,TRANSFER,SAVINGS,CUST60472,40,FEMALE,ATM,INR,2025-05-01
BAN-4-4834,4,Bangalore,811.0,SUCCESS,DEPOSIT,CURRENT,CUST38088,47,OTHER,BRANCH,INR,2025-05-01
BAN-4-2769,4,Bangalore,1297.47,SUCCESS,WITHDRAWAL,LOAN,CUST16014,53,MALE,MOBILE,INR,2025-05-01
BAN-4-6364,4,Bangalore,721.87,SUCCESS,DEPOSIT,CURRENT,CUST53383,53,OTHER,ATM,INR,2025-05-01
BAN-4-9102,4,Bangalore,3396.93,FAILED,TRANSFER,CURRENT,CUST87762,45,MALE,INTERNET,INR,2025-05-01
BAN-4-1322,4,Bangalore,2295.64,SUCCESS,PAYMENT,SAVINGS,CUST26039,59,MALE,INTERNET,INR,2025-05-01
BAN-4-4146,4,Bangalore,3824.5,FAILED,TRANSFER,LOAN,CUST27722,18,FEMALE,BRANCH,INR,2025-05-01
BAN-4-6457,4,Bangalore,633.1,FAILED,WITHDRAWAL,LOAN,CUST72362,45,FEMALE,ATM,INR,2025-05-01
BAN-4-8555,4,Bangalore,1948.88,SUCCESS,TRANSFER,LOAN,CUST48755,19,OTHER,ATM,INR,2025-05-01
BAN-4-3143,4,Bangalore,3770.26,FAILED,TRANSFER,CURRENT,CUST94133,31,MALE,BRANCH,INR,2025-05-01
BAN-4-5602,4,Bangalore,4313.01,FAILED,PAYMENT,LOAN,CUST92755,32,OTHER,MOBILE,INR,2025-05-01
BAN-4-5265,4,Bangalore,3609.65,FAILED,DEPOSIT,LOAN,CUST70539,63,OTHER,ATM,INR,2025-05-01
BAN-4-6887,4,Bangalore,376.57,SUCCESS,DEPOSIT,SAVINGS,CUST34423,41,FEMALE,BRANCH,INR,2025-05-01
BAN-4-6856,4,Bangalore,647.95,SUCCESS,TRANSFER,SAVINGS,CUST77513,64,FEMALE,ATM,INR,2025-05-01
BAN-4-8641,4,Bangalore,477.06,FAILED,TRANSFER,SAVINGS,CUST39636,55,OTHER,INTERNET,INR,2025-05-02
BAN-4-6361,4,Bangalore,2604.04,SUCCESS,DEPOSIT,SAVINGS,CUST64042,28,FEMALE,INTERNET,INR,2025-05-02
BAN-4-3562,4,Bangalore,4392.2,SUCCESS,TRANSFER,LOAN,CUST14547,25,MALE,ATM,INR,2025-05-02
BAN-4-3777,4,Bangalore,4370.26,FAILED,WITHDRAWAL,CURRENT,CUST47315,35,MALE,ATM,INR,2025-05-02
BAN-4-5593,4,Bangalore,2960.92,FAILED,PAYMENT,CURRENT,CUST18517,19,OTHER,INTERNET,INR,2025-05-02
BAN-4-2872,4,Bangalore,1458.01,FAILED,DEPOSIT,LOAN,CUST10863,30,MALE,BRANCH,INR,2025-05-02
BAN-4-9860,4,Bangalore,4412.54,SUCCESS,TRANSFER,LOAN,CUST36030,44,OTHER,ATM,INR,2025-05-02
BAN-4-8806,4,Bangalore,498.83,FAILED,TRANSFER,CURRENT,CUST86687,40,FEMALE,INTERNET,INR,2025-05-02
BAN-4-4254,4,Bangalore,4421.87,SUCCESS,PAYMENT,SAVINGS,CUST30017,22,OTHER,MOBILE,INR,2025-05-02
BAN-4-4894,4,Bangalore,1752.51,SUCCESS,DEPOSIT,SAVINGS,CUST87433,64,FEMALE,INTERNET,INR,2025-05-02
BAN-4-6682,4,Bangalore,1783.69,FAILED,WITHDRAWAL,CURRENT,CUST71810,22,FEMALE,ATM,INR,2025-05-02
BAN-4-9363,4,Bangalore,4396.73,SUCCESS,WITHDRAWAL,LOAN,CUST90784,38,OTHER,MOBILE,INR,2025-05-02
BAN-4-6425,4,Bangalore,741.25,FAILED,WITHDRAWAL,LOAN,CUST88175,55,FEMALE,ATM,INR,2025-05-02
BAN-4-4999,4,Bangalore,3242.55,SUCCESS,PAYMENT,CURRENT,CUST55841,52,FEMALE,BRANCH,INR,2025-05-02
BAN-4-6827,4,Bangalore,1999.59,SUCCESS,DEPOSIT,LOAN,CUST92097,62,FEMALE,ATM,INR,2025-05-02
BAN-4-4436,4,Bangalore,3411.0,FAILED,PAYMENT,LOAN,CUST64290,61,OTHER,MOBILE,INR,2025-05-02
BAN-4-1467,4,Bangalore,691.54,FAILED,PAYMENT,CURRENT,CUST75888,67,FEMALE,ATM,INR,2025-05-02
BAN-4-9206,4,Bangalore,627.42,SUCCESS,PAYMENT,LOAN,CUST40773,35,OTHER,INTERNET,INR,2025-05-02
BAN-4-9355,4,Bangalore,2172.89,SUCCESS,PAYMENT,SAVINGS,CUST33803,21,FEMALE,ATM,INR,2025-05-02
BAN-4-4068,4,Bangalore,3418.53,FAILED,TRANSFER,CURRENT,CUST68646,50,OTHER,ATM,INR,2025-05-02
BAN-4-9692,4,Bangalore,2054.43,SUCCESS,DEPOSIT,LOAN,CUST62892,44,OTHER,ATM,INR,2025-05-03
BAN-4-6093,4,Bangalore,1088.69,SUCCESS,DEPOSIT,LOAN,CUST11297,32,FEMALE,ATM,INR,2025-05-03
BAN-4-1085,4,Bangalore,3931.2,SUCCESS,WITHDRAWAL,CURRENT,CUST11596,66,FEMALE,MOBILE,INR,2025-05-03
BAN-4-9549,4,Bangalore,3435.1,FAILED,PAYMENT,SAVINGS,CUST85924,45,OTHER,INTERNET,INR,2025-05-03
BAN-4-5881,4,Bangalore,197.06,FAILED,PAYMENT,SAVINGS,CUST43143,33,MALE,INTERNET,INR,2025-05-03
BAN-4-3910,4,Bangalore,3268.58,FAILED,WITHDRAWAL,LOAN,CUST17281,45,MALE,BRANCH,INR,2025-05-03
BAN-4-2934,4,Bangalore,2734.84,SUCCESS,TRANSFER,CURRENT,CUST86298,39,FEMALE,MOBILE,INR,2025-05-03
BAN-4-7804,4,Bangalore,4496.74,SUCCESS,DEPOSIT,CURRENT,CUST82300,41,FEMALE,ATM,INR,2025-05-03
BAN-4-4296,4,Bangalore,3859.3,SUCCESS,TRANSFER,CURRENT,CUST65770,53,OTHER,ATM,INR,2025-05-03
BAN-4-4960,4,Bangalore,4050.75,SUCCESS,PAYMENT,SAVINGS,CUST24769,51,MALE,INTERNET,INR,2025-05-03
BAN-4-6438,4,Bangalore,348.2,SUCCESS,PAYMENT,CURRENT,CUST77016,39,FEMALE,MOBILE,INR,2025-05-03
BAN-4-3475,4,Bangalore,4678.78,SUCCESS,PAYMENT,SAVINGS,CUST45383,51,FEMALE,BRANCH,INR,2025-05-03
BAN-4-3481,4,Bangalore,965.51,FAILED,WITHDRAWAL,LOAN,CUST30330,38,OTHER,MOBILE,INR,2025-05-03
BAN-4-7239,4,Bangalore,3840.66,SUCCESS,WITHDRAWAL,LOAN,CUST74877,44,OTHER,INTERNET,INR,2025-05-03
BAN-4-6322,4,Bangalore,1729.3,SUCCESS,PAYMENT,SAVINGS,CUST25779,38,MALE,BRANCH,INR,2025-05-03
