transaction_id,branch_id,city,amount,status,transaction_type,account_type,customer_id,customer_age,gender,channel,currency,transaction_date
BAN-2-7249,2,Bangalore,2259.93,FAILED,TRANSFER,LOAN,CUST43472,27,MALE,BRANCH,INR,2025-05-01
BAN-2-2900,2,Bangalore,3540.2,FAILED,PAYMENT,SAVINGS,CUST80953,44,MALE,MOBILE,INR,2025-05-01
BAN-2-9944,2,Bangalore,3220.16,SUCCESS,DEPOSIT,CURRENT,CUST50890,52,OTHER,BRANCH,INR,2025-05-01
BAN-2-8336,2,Bangalore,3953.21,FAILED,PAYMENT,LOAN,CUST80584,49,MALE,INTERNET,INR,2025-05-01
BAN-2-6551,2,Bangalore,3285.21,FAILED,TRANSFER,LOAN,CUST62657,40,OTHER,ATM,INR,2025-05-01
BAN-2-6075,2,Bangalore,4678.7,SUCCESS,WITHDRAWAL,SAVINGS,CUST88596,27,OTHER,ATM,INR,2025-05-01
BAN-2-5633,2,Bangalore,494.54,FAILED,TRANSFER,CURRENT,CUST97435,25,FEMALE,BRANCH,INR,2025-05-01
BAN-2-8460,2,Bangalore,3845.4,SUCCESS,TRANSFER,CURRENT,CUST41010,41,MALE,BRANCH,INR,2025-05-01
BAN-2-3427,2,Bangalore,2403.4,FAILED,TRANSFER,LOAN,CUST72947,42,MALE,ATM,INR,2025-05-01
BAN-2-7906,2,Bangalore,1254.11,FAILED,PAYMENT,CURRENT,CUST20245,46,OTHER,INTERNET,INR,2025-05-01
BAN-2-7586,2,Bangalore,397.04,FAILED,DEPOSIT,CURRENT,CUST78569,69,OTHER,BRANCH,INR,2025-05-01
BAN-2-1701,2,Bangalore,3810.1,SUCCESS,TRANSFER,SAVINGS,CUST63253,41,FEMALE,ATM,INR,2025-05-01
BAN-2-7344,2,Bangalore,2875.53,SUCCESS,PAYMENT,CURRENT,CUST30005,64,OTHER,ATM,INR,2025-05-01
BAN-2-4908,2,Bangalore,1039.86,FAILED,PAYMENT,SAVINGS,CUST78548,44,FEMALE,BRANCH,INR,2025-05-01
BAN-2-9446,2,Bangalore,2984.47,FAILED,DEPOSIT,SAVINGS,CUST56135,69,OTHER,ATM,INR,2025-05-01
BAN-2-6296,2,Bangalore,2356.57,SUCCESS,WITHDRAWAL,LOAN,CUST84849,45,OTHER,BRANCH,INR,2025-05-01
BAN-2-4151,2,Bangalore,685.15,FAILED,WITHDRAWAL,SAVINGS,CUST79242,50,OTHER,INTERNET,INR,2025-05-01
BAN-2-2444,2,Bangalore,3148.13,FAILED,DEPOSIT,SAVINGS,CUST87073,41,OTHER,BRANCH,INR,2025-05-01
BAN-2-7010,2,Bangalore,3539.33,SUCCESS,TRANSFER,CURRENT,CUST16502,41,OTHER,ATM,INR,2025-05-01
BAN-2-3350,2,Bangalore,1728.71,SUCCESS,DEPOSIT,CURRENT,CUST89479,51,OTHER,BRANCH,INR,2025-05-01
BAN-2-8523,2,Bangalore,2284.77,SUCCESS,TRANSFER,LOAN,CUST98898,36,OTHER,MOBILE,INR,2025-05-02
BAN-2-8471,2,Bangalore,3340.92,FAILED,PAYMENT,LOAN,CUST81346,48,FEMALE,INTERNET,INR,2025-05-02
BAN-2-8567,2,Bangalore,3722.88,FAILED,DEPOSIT,SAVINGS,CUST44923,65,FEMALE,MOBILE,INR,2025-05-02
BAN-2-4696,2,Bangalore,3156.7,SUCCESS,PAYMENT,LOAN,CUST30151,62,MALE,BRANCH,INR,2025-05-02
BAN-2-3126,2,Bangalore,707.97,SUCCESS,TRANSFER,CURRENT,CUST99136,43,MALE,ATM,INR,2025-05-02
BAN-2-1974,2,Bangalore,619.68,SUCCESS,DEPOSIT,SAVINGS,CUST68412,56,MALE,ATM,INR,2025-05-02
BAN-2-1873,2,Bangalore,1272.68,FAILED,DEPOSIT,CURRENT,CUST38979,46,MALE,INTERNET,INR,2025-05-02
BAN-2-5152,2,Bangalore,4970.77,FAILED,PAYMENT,LOAN,CUST59700,42,OTHER,ATM,INR,2025-05-02
