transaction_id,branch_id,city,amount,status,transaction_type,account_type,customer_id,customer_age,gender,channel,currency,transaction_date
PUN-5-4664,5,Pune,4259.06,FAILED,PAYMENT,SAVINGS,CUST94954,68,MALE,MOBILE,INR,2025-05-01
PUN-5-1140,5,Pune,1614.37,FAILED,WITHDRAWAL,CURRENT,CUST87043,32,OTHER,BRANCH,INR,2025-05-01
PUN-5-4156,5,Pune,3353.58,SUCCESS,DEPOSIT,SAVINGS,CUST64910,27,MALE,INTERNET,INR,2025-05-01
PUN-5-4277,5,Pune,4611.35,SUCCESS,WITHDRAWAL,CURRENT,CUST14445,24,MALE,INTERNET,INR,2025-05-01
PUN-5-4297,5,Pune,587.37,SUCCESS,DEPOSIT,SAVINGS,CUST64845,56,MALE,INTERNET,INR,2025-05-01
PUN-5-5020,5,Pune,3629.55,SUCCESS,DEPOSIT,LOAN,CUST12136,40,MALE,ATM,INR,2025-05-01
PUN-5-9393,5,Pune,2282.58,FAILED,WITHDRAWAL,LOAN,CUST15107,70,MALE,ATM,INR,2025-05-01
PUN-5-6449,5,Pune,1649.88,SUCCESS,PAYMENT,SAVINGS,CUST82476,57,FEMALE,ATM,INR,2025-05-01
PUN-5-4734,5,Pune,2596.86,FAILED,TRANSFER,CURRENT,CUST78311,28,MALE,BRANCH,INR,2025-05-01
PUN-5-3003,5,Pune,3337.39,SUCCESS,WITHDRAWAL,CURRENT,CUST88803,68,FEMALE,ATM,INR,2025-05-01
PUN-5-4267,5,Pune,118.85,SUCCESS,TRANSFER,SAVINGS,CUST71025,41,MALE,INTERNET,INR,2025-05-01
PUN-5-5101,5,Pune,395.15,SUCCESS,WITHDRAWAL,CURRENT,CUST29393,30,OTHER,MOBILE,INR,2025-05-01
PUN-5-4620,5,Pune,2721.94,FAILED,PAYMENT,CURRENT,CUST19687,26,FEMALE,ATM,INR,2025-05-01
PUN-5-7035,5,Pune,1767.56,SUCCESS,PAYMENT,SAVINGS,CUST32616,44,FEMALE,INTERNET,INR,2025-05-01
PUN-5-4188,5,Pune,3997.59,SUCCESS,DEPOSIT,SAVINGS,CUST14683,34,MALE,MOBILE,INR,2025-05-01
PUN-5-5055,5,Pune,1405.59,SUCCESS,DEPOSIT,CURRENT,CUST20034,45,FEMALE,INTERNET,INR,2025-05-01
PUN-5-5129,5,Pune,3839.69,FAILED,TRANSFER,LOAN,CUST46821,34,FEMALE,BRANCH,INR,2025-05-01
PUN-5-5147,5,Pune,1154.0,SUCCESS,WITHDRAWAL,CURRENT,CUST13990,64,MALE,BRANCH,INR,2025-05-01
PUN-5-1861,5,Pune,1606.1,SUCCESS,DEPOSIT,CURRENT,CUST90663,56,MALE,BRANCH,INR,2025-05-01
PUN-5-2237,5,Pune,3293.08,FAILED,DEPOSIT,SAVINGS,CUST68279,61,MALE,ATM,INR,2025-05-01
PUN-5-5463,5,Pune,3694.19,FAILED,PAYMENT,LOAN,CUST79457,61,FEMALE,INTERNET,INR,2025-05-02
